text,no_char,transformed_text
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",94,good morn im suffer fever dysentri abl come offic today
I wont do anything de.,22,wont anyth de
What type of stuff do you sing?,31,type stuff sing
"St andre, virgil's cream",24,st andr virgil cream
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",65,fri ah oki lor goin 4 drivin den go shoppin tt
Gokila is talking with you aha:),32,gokila talk aha
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",120,hi shanil rakhesh exchang uncut diamond back excel servic dino prem
K.k.this month kotees birthday know?,36,month kote birthday know
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,71,realli realli broke oh amount small even lt gt
Sorry about that this is my mates phone and i didnt write it love Kate,70,sorri mate phone didnt write love kate
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",149,themob hit link get premium pink panther game new 1 sugabab crazi zebra anim badass hoodi 4 free
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",166,ah well confus thing doesnt thought friend mayb wrong thing alreadi sort invit may come co money
"Aight, call me once you're close",32,aight call close
Nope thats fine. I might have a nap tho! ,41,nope that fine might nap tho
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,153,msg mobil content order resent previou attempt fail due network error queri customersqueri
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,98,news hassl get weed week andr money haughaighgtujhyguj
Ding me on ya break fassyole! Blacko from londn,47,ding ya break fassyol blacko londn
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,57,realli need 2 kiss u miss u babi ur babi 4eva
Oh you got many responsibilities.,33,oh got mani respons
You have 1 new message. Please call 08715205273,47,1 new messag pleas call 08715205273
I've reached sch already...,27,reach sch alreadi
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,159,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free 08002986906
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,91,u definit need modul e human di sem izzit u wan 2 take modul 1st
Argh why the fuck is nobody in town ;_;,39,argh fuck nobodi town
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",156,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 origin n best tone 3gbp network oper rate appli
Thanks. Fills me with complete calm and reassurance! ,53,thank fill complet calm reassur
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,88,aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz mean
Are you driving or training?,28,drive train
Lol for real. She told my dad I have cancer,43,lol real told dad cancer
PRIVATE! Your 2003 Account Statement for 078,44,privat 2003 account statement 078
"Oops I did have it,  &lt;#&gt; ?",32,oop lt gt
"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",73,enufcredeit ileav uni 6 bu yor hous
"Hi Chikku, send some nice msgs",30,hi chikku send nice msg
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",154,imposs argu alway treat like sub like never releas remind necessari
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",107,work ah den 6 plu lor u workin oso rite den go orchard lor place go liao
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,wonder okor great month cherish guy wish well day mojibiola
Cuz ibored. And don wanna study,31,cuz ibor wan na studi
Wot about on wed nite I am 3 then but only til 9!,49,wot wed nite 3 til 9
Any way where are you and what doing.,37,way
That sucks. I'll go over so u can do my hair. You'll do it free right?,70,suck go u hair free right
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,114,still work time also tri ad zero save check lt gt
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",116,hmm dunno leh mayb bag 4 goigng dat small ju anyth except perfum smth dat keep
Sday only joined.so training we started today:),47,sday train start today
Sorry * was at the grocers.,27,sorri grocer
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,87,nice pub near franki n benni near warner cinema
"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",164,4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,88,yup havent want go yoga call book
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,228,oh shut omg yesterday dream 2 kid boy piss kid boy even told mark dream chang diaper caus get owe face
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,102,yeah imagin would realli gentl unlik doc treat patient like turkey
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,133,start dont stop pray good idea anyth see help guy forward link
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,88,hi darlin im helen fone im gon na b princ 2 nite pleas come tb love kate
I'm in office now da:)where are you?,36,offic da
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,77,aiyar u poor thing give u support k jia think u
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,104,oh unintent bad time great finger train play along give fifteen min warn
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,156,get garden readi summer free select summer bulb seed worth scotsman saturday stop go2
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),87,k come wenev u lik come also tel vikki come get free time
Pls call me da. What happen.,28,pl call da happen
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",130,happi new year u ur famili may new year bring happi stabil tranquil ur vibrant colour life
No problem with the renewal. I.ll do it right away but i dont know his details.,79,problem renew right away dont know detail
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,184,idk sit stop shop park lot right bawl eye feel like failur everyth nobodi want feel like fail
Haven't left yet so probably gonna be here til dinner,53,left yet probabl gon na til dinner
"Like  &lt;#&gt; , same question",31,like lt gt question
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,85,new year eve went parti boyfriend si hey
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",77,sir need velusami sir date birth compani bank facil detail
K k:) sms chat with me.,23,k k sm chat
I will come with karnan car. Please wait till 6pm will directly goto doctor.,76,come karnan car pleas wait till 6pm directli goto doctor
No but the bluray player can,28,bluray player
Ok... Then r we meeting later?,30,ok r meet later
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,75,lol need cash nitro hurri come crash
Just send a text. We'll skype later.,36,send text skype later
Ok leave no need to ask,23,ok leav need ask
ÌÏ still got lessons?  ÌÏ in sch?,33,ìï still got lesson ìï sch
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,99,dun believ leh tot told true alreadi thk muz c us tog believ
Oh did you charge camera,24,oh charg camera
"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",67,got salt rub open wound like
Now i'm going for lunch.,24,go lunch
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,85,school n da lab stuff give call r done
"Aight, text me tonight and we'll see what's up",46,aight text tonight see
U 2.,4,u 2
Water logging in desert. Geoenvironmental implications.,55,water log desert geoenvironment implic
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",86,strang watch 2nd one bed sweet dream miss u
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,119,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",101,hi hope u r ok said would text u seen let gentli pleas
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",157,babe fuck love know fuck good hear voic need crave ca get enough ador ahmad kiss
K sure am in my relatives home. Sms me de. Pls:-),49,k sure rel home sm de pl
"Fuuuuck I need to stop sleepin, sup",35,fuuuuck need stop sleepin sup
I'm in town now so i'll jus take mrt down later.,48,town ju take mrt later
I just cooked a rather nice salmon a la you,43,cook rather nice salmon la
I uploaded mine to Facebook,27,upload mine facebook
WHAT TIME U WRKIN?,18,time u wrkin
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,142,ree entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail
